colnp,full,start,end,Term in Months,district
20,"Tmt. Mageswari Ravikumar, I.A.S. ",2018-08-24T00:00:00Z,,,Tiruvallur
19,"Tmt. E.Sundaravalli, I.A.S. ",2016-01-22T00:00:00Z,2018-08-24T00:00:00Z,31,Tiruvallur
18,"Thiru. K.Veera Raghava Rao, I.A.S. ",2012-10-31T00:00:00Z,2016-01-21T00:00:00Z,38,Tiruvallur
17,"Thiru. Ashish Chatterjee, I.A.S. ",2011-06-04T00:00:00Z,2012-10-30T00:00:00Z,16,Tiruvallur
16,"Thiru. S.Somasundaram, (I/c) ",2011-05-28T00:00:00Z,2011-06-04T00:00:00Z,0,Tiruvallur
15,"Thiru. T.P.Rajesh, I.A.S. ",2010-04-01T00:00:00Z,2011-05-27T00:00:00Z,13,Tiruvallur
14,"Thiru. V.Palanikumar, I.A.S. ",2009-06-06T00:00:00Z,2010-03-31T00:00:00Z,9,Tiruvallur
13,"Thiru. G.Mohanasundaram, M.A (I/c) ",2009-05-28T00:00:00Z,2009-06-05T00:00:00Z,0,Tiruvallur
12,"Thiru. G.Sundaramurthi, I.A.S. ",2008-11-10T00:00:00Z,2009-05-28T00:00:00Z,6,Tiruvallur
11,"Dr. Rajendra Kumar, I.A.S. ",2007-09-30T00:00:00Z,2008-11-10T00:00:00Z,13,Tiruvallur
10,"Thiru Ranvir Prasad, I.A.S. ",2006-05-29T00:00:00Z,2007-09-29T00:00:00Z,16,Tiruvallur
9,"Thiru. Pankaj Kumar Bansal, I.A.S. ",2005-07-08T00:00:00Z,2006-05-28T00:00:00Z,10,Tiruvallur
8,"Thiru. S.Thangaswami, I.A.S. ",2005-02-20T00:00:00Z,2005-07-07T00:00:00Z,4,Tiruvallur
7,"Thiru. Kumar Jayant, I.A.S. ",2004-06-06T00:00:00Z,2005-02-19T00:00:00Z,8,Tiruvallur
6,"Thiru. S.K.Prabakar, I.A.S. ",2004-05-04T00:00:00Z,2004-05-31T00:00:00Z,0,Tiruvallur
5,"Thiru. S.Chandramohan, I.A.S. ",2003-04-16T00:00:00Z,2004-05-03T00:00:00Z,12,Tiruvallur
4,"Thiru. N.Dananjayan, I.A.S. ",2002-11-13T00:00:00Z,2003-04-15T00:00:00Z,5,Tiruvallur
3,"Thiru. P.Sivasankaran, I.A.S. ",2001-06-07T00:00:00Z,2002-11-12T00:00:00Z,17,Tiruvallur
2,"Thiru. S.K.Prabakar, I.A.S. ",1997-09-01T00:00:00Z,2001-06-06T00:00:00Z,45,Tiruvallur
1,"Tmt. Jayashree Raghunandan, I.A.S ",1997-01-01T00:00:00Z,1997-08-31T00:00:00Z,7,Tiruvallur
1,P.KOLAPPAN ,1989-09-30T00:00:00Z,1991-07-23T00:00:00Z,21,Tiruvannamalai
2,C.S.RAJ MOHAN ,1991-07-24T00:00:00Z,1992-09-01T00:00:00Z,13,Tiruvannamalai
3,K.DEENABANDHU ,1992-09-02T00:00:00Z,1993-09-07T00:00:00Z,12,Tiruvannamalai
4,RAMESH KUMAR KHANNA ,1993-09-08T00:00:00Z,1995-07-26T00:00:00Z,22,Tiruvannamalai
5,K.GANESAN ,1995-07-27T00:00:00Z,1996-05-30T00:00:00Z,10,Tiruvannamalai
6,M.ABDULLAH SHA ,1996-05-30T00:00:00Z,1997-05-04T00:00:00Z,11,Tiruvannamalai
7,DR. SIVA SURIYAN ,1997-05-05T00:00:00Z,1998-04-28T00:00:00Z,11,Tiruvannamalai
8,KANNAGI PACKIANATHAN ,1998-04-28T00:00:00Z,1999-05-09T00:00:00Z,12,Tiruvannamalai
9,THANGA KALIYAPERUMAL ,1999-05-10T00:00:00Z,2001-06-10T00:00:00Z,25,Tiruvannamalai
10,DHEERAJ KUMAR ,2001-06-11T00:00:00Z,2004-06-05T00:00:00Z,35,Tiruvannamalai
11,SATYABRATA SAHU ,2004-06-06T00:00:00Z,2008-06-03T00:00:00Z,47,Tiruvannamalai
12,DR.M.RAJENDIRAN ,2008-06-03T00:00:00Z,2011-06-06T00:00:00Z,36,Tiruvannamalai
13,ANSHUL MISHRA ,2011-06-06T00:00:00Z,2012-05-27T00:00:00Z,11,Tiruvannamalai
14,DR. VIJAY PINGALE ,2012-05-30T00:00:00Z,2013-06-30T00:00:00Z,13,Tiruvannamalai
15,A.GNANASEKARAN ,2013-07-07T00:00:00Z,2016-04-30T00:00:00Z,33,Tiruvannamalai
16,POOJA KULKARNI ,2016-05-01T00:00:00Z,2016-05-24T00:00:00Z,0,Tiruvannamalai
17,A.GNANASEKARAN ,2016-05-25T00:00:00Z,2016-07-28T00:00:00Z,2,Tiruvannamalai
18,"S.PALANI, (FAC) ",2016-07-29T00:00:00Z,2016-09-10T00:00:00Z,1,Tiruvannamalai
19,PRASHANT M WADNERE ,2016-09-11T00:00:00Z,2017-08-30T00:00:00Z,11,Tiruvannamalai
20,K.S.KANDASAMY ,2017-08-31T00:00:00Z,TILL DATE,,Tiruvannamalai
28,"T.ANAND,I.A.S., ",2019-02-18T00:00:00Z,Till Date,,Tiruvarur
27,"L.NIRMAL RAJ,I.A.S., ",2016-07-31T00:00:00Z,2019-02-17T00:00:00Z,30,Tiruvarur
26," T.MOHANRAJ, (I/c) ",2016-07-30T00:00:00Z,2016-07-30T00:00:00Z,0,Tiruvarur
25,"Dr. M.MATHIVANAN, I.A.S., ",2016-05-25T00:00:00Z,2016-07-29T00:00:00Z,2,Tiruvarur
24,"T.N.VENKATESH, I.A.S., ",2016-05-02T00:00:00Z,2016-05-24T00:00:00Z,0,Tiruvarur
23,"Dr. M.MATHIVANAN, I.A.S., ",2015-11-30T00:00:00Z,2016-05-01T00:00:00Z,5,Tiruvarur
22,"T.MOHANRAJ, (I/c) ",2015-11-21T00:00:00Z,2015-11-29T00:00:00Z,0,Tiruvarur
21,"Dr. M.MATHIVANAN, I.A.S., ",2014-06-08T00:00:00Z,2015-11-20T00:00:00Z,17,Tiruvarur
20,"P.MANIMARAN, (I/c) ",2014-06-07T00:00:00Z,2014-06-07T00:00:00Z,0,Tiruvarur
19,"S.NATARAJAN, I.A.S., ",2012-02-01T00:00:00Z,2014-06-06T00:00:00Z,28,Tiruvarur
18,"C.MUNIANATHAN, I.A.S., ",2011-06-08T00:00:00Z,2012-01-31T00:00:00Z,7,Tiruvarur
17,"K.BASKARAN, I.A.S., ",2011-01-24T00:00:00Z,2011-06-07T00:00:00Z,4,Tiruvarur
16,"M.THANGAVEL, (I/c) ",2011-01-22T00:00:00Z,2011-01-24T00:00:00Z,0,Tiruvarur
15,"M.CHANDRASEKARAN, I.A.S., ",2010-05-17T00:00:00Z,2011-01-22T00:00:00Z,8,Tiruvarur
14,"M.THANGAVEL, (I/c) ",2010-04-23T00:00:00Z,2010-05-17T00:00:00Z,0,Tiruvarur
13,"M.CHANDRASEKARAN, I.A.S., ",2009-05-28T00:00:00Z,2010-04-23T00:00:00Z,10,Tiruvarur
12,"T.UDHAYACHANDRAN, I.A.S., ",2009-05-06T00:00:00Z,2009-05-28T00:00:00Z,0,Tiruvarur
11,"M.CHANDRASEKARAN, I.A.S., ",2007-10-01T00:00:00Z,2009-05-06T00:00:00Z,19,Tiruvarur
10," B.MAHESWARI, (I/c) ",2007-09-29T00:00:00Z,2007-09-30T00:00:00Z,0,Tiruvarur
9,"SHAMBU KALLOLIKAR, I.A.S., ",2007-07-04T00:00:00Z,2007-09-28T00:00:00Z,2,Tiruvarur
8,"B.MAHESWARI, (I/c) ",2007-04-20T00:00:00Z,2007-07-03T00:00:00Z,2,Tiruvarur
7,"SHAMBU KALLOLIKAR, I.A.S., ",2006-06-25T00:00:00Z,2007-04-19T00:00:00Z,9,Tiruvarur
6,"P.EKAMBARAM, I.A.S., ",2004-06-06T00:00:00Z,2006-06-24T00:00:00Z,24,Tiruvarur
5,"G. SUNDARAMOORTHI, I.A.S., ",2004-03-10T00:00:00Z,2004-06-05T00:00:00Z,2,Tiruvarur
4,"P.ILANGO, I.A.S., ",2002-11-14T00:00:00Z,2004-03-09T00:00:00Z,15,Tiruvarur
3,"RAMESHCHANDHMEENA, I.A.S., ",2001-06-11T00:00:00Z,2002-11-13T00:00:00Z,17,Tiruvarur
2,"C. UMASHANKAR, I.A.S., ",1999-02-14T00:00:00Z,2001-06-10T00:00:00Z,27,Tiruvarur
1,"M.R. MOHAN, I.A.S., ",1997-01-01T00:00:00Z,1999-02-13T00:00:00Z,25,Tiruvarur
10,Thiru S.Sivarasu IAS ,2019-02-18T00:00:00Z,Present Collector,,Trichy
9,Thiru K.Rajamani IAS ,2017-06-04T00:00:00Z,2019-02-17T00:00:00Z,20,Trichy
8,Thiru Dr. K.S. Palanisamy IAS ,2014-04-28T00:00:00Z,2017-06-03T00:00:00Z,37,Trichy
7,Tmt. Jayashri Muralidharan IAS ,2011-01-01T00:00:00Z,2014-04-27T00:00:00Z,39,Trichy
6,Thiru. Mahesan Kasirajan IAS ,2010-10-06T00:00:00Z,2011-01-21T00:00:00Z,3,Trichy
5,Thiru. T.Soudiah IAS ,2008-10-01T00:00:00Z,2010-10-05T00:00:00Z,24,Trichy
4,"Thiru. Ashish Vachhani, IAS ",2006-06-03T00:00:00Z,2008-09-30T00:00:00Z,27,Trichy
3,Thiru K.Nandha Kishore IAS ,2005-06-02T00:00:00Z,2006-06-02T00:00:00Z,12,Trichy
2,Thiru V. Pandiyan IAS ,2004-02-22T00:00:00Z,2005-06-01T00:00:00Z,15,Trichy
1,Thiru Dr. K.Manivasan IAS ,2001-02-22T00:00:00Z,2004-06-01T00:00:00Z,39,Trichy
20,Thiru.A.Annadurai I.A.S ,2019-11-18T00:00:00Z,Till Date,,Viluppuram
19.,Dr.L.Subramaniyan I.A.S ,2016-09-11T00:00:00Z,2019-11-17T00:00:00Z,38,Viluppuram
18,Tmt. M.Lakhsmi I.A.S ,2016-06-30T00:00:00Z,2016-09-10T00:00:00Z,2,Viluppuram
17,Thiru.V.Sampath I.A.S ,2012-01-25T00:00:00Z,2016-06-29T00:00:00Z,53,Viluppuram
16,Tmt.C.T.Manimekkalai I.A.S ,2011-06-04T00:00:00Z,2012-01-24T00:00:00Z,7,Viluppuram
15,Dr.R. Palaniswamy I.A.S ,2008-06-11T00:00:00Z,2011-06-03T00:00:00Z,35,Viluppuram
14,Thiru.Brajendra Navnit I.A.S ,2006-12-13T00:00:00Z,2008-06-10T00:00:00Z,17,Viluppuram
13,Thiru. Ashish Chatterji I.A.S ,2006-05-25T00:00:00Z,2006-11-09T00:00:00Z,5,Viluppuram
12,Thiru.K.Balachandran I.A.S ,2004-06-07T00:00:00Z,2006-05-12T00:00:00Z,23,Viluppuram
11,Dr.K.Gopal I.A.S ,2003-07-20T00:00:00Z,2004-05-31T00:00:00Z,10,Viluppuram
10,Thiru.A.Mohamed Aslam I.A.S ,2001-06-10T00:00:00Z,2003-07-18T00:00:00Z,25,Viluppuram
9.,Thiru.T.K.Ramachandran I.A.S ,2000-07-30T00:00:00Z,2001-06-09T00:00:00Z,10,Viluppuram
8.,Thiru. Thangaswamy I.A.S ,2000-04-24T00:00:00Z,2000-07-13T00:00:00Z,2,Viluppuram
7.,Thiru. Vibu Naiyar I.A.S ,1999-09-17T00:00:00Z,2000-04-24T00:00:00Z,7,Viluppuram
6.,Thiru. Param Sindhu I.A.S ,1998-12-23T00:00:00Z,1999-09-17T00:00:00Z,8,Viluppuram
5.,Thiru. Adulya Misra I.A.S ,1997-12-07T00:00:00Z,1998-12-22T00:00:00Z,12,Viluppuram
4.,Thiru. Praveen Kumar I.A.S ,1996-09-18T00:00:00Z,1997-12-06T00:00:00Z,14,Viluppuram
3.,Thiru.K.Ramalingam I.A.S ,1996-06-01T00:00:00Z,1996-09-09T00:00:00Z,3,Viluppuram
2.,Thiru. Ashokkumar Gupta I.A.S ,1994-11-18T00:00:00Z,1996-06-01T00:00:00Z,18,Viluppuram
1,Thiru. Ashokvardhan Shetty I.A.S ,1993-09-30T00:00:00Z,1994-11-15T00:00:00Z,13,Viluppuram
